title,location,experience,skills,company,salary,description,posted_date
Software Development Engineer II,Bengaluru,5-8 yrs,"Informatica, Python, Production support, Troubleshooting, Computer science,...","Expedia, Inc",  Not disclosed ,,17 days ago
Software Development Engineer,Gurgaon,3-8 yrs,"SQL, Unix, Linux, Performance testing, RDBMS, Agile, Coding...","Expedia, Inc",  Not disclosed ,,17 days ago
Software Dev Engineer I,Gurgaon,4-9 yrs,"Informatica, Python, Production support, Troubleshooting, Computer science,...","Expedia, Inc",  Not disclosed ,,17 days ago
Customer Experience Analyst,Gurgaon,2-5 yrs,"Customer support, Analytics, Publishing, Analytical, Information technology...","Expedia, Inc",  Not disclosed ,,17 days ago
Senior Data and Insights Analyst,Gurgaon,12-20 yrs,"SQL, Python, Teradata, Cloud computing, Data mining, Monitoring...","Expedia, Inc",  Not disclosed ,,17 days ago
PE-Big Data/Machine Learning,Bengaluru,4-9 yrs,"Linux, PLSQL, Python, Data structures, Algorithms, Cloud computing...",Yodlee Infotech Private Limited,  Not disclosed ,,28 days ago
Back End Developers,Mumbai,0-8 yrs,"Developer, HTML, Python, Distribution system, Machine learning, UX...",Centragen,  Not disclosed ,,18 days ago
Administrator Private Cloud,Bengaluru,1-3 yrs,"Automation, Configuration management, System administration...",Wipro Limited,  Not disclosed ,,18 days ago
Data Scientist,Kochi,2-3 yrs,"SQL, Linux, Python, Coding, Machine learning, NoSQL...",Calpine Technologies Pvt.Ltd,  Not disclosed ,,21 days ago
Staff Engineer - Spark,Bengaluru,5-7 yrs,"Chief Executive Officer, SQL, Apache, Open source, Debugging...",Qubol,  Not disclosed ,,21 days ago
System Management and Analytics Software Development Architect,Bengaluru,12-16 yrs,"Career development, Support, SQL, Linux, Python, Analytics...",Hewlett Packard Enterprise,  Not disclosed ,,23 days ago
Full Stack Developer,Kochi,5-7 yrs,"Tools, Analytical, Analytics, Front end, Soft skills...",Suyati Technologies Pvt Ltd,  Not disclosed ,,25 days ago
Senior Java Developer,Bengaluru,5-8 yrs,"J2Ee, Linux, Windows, MS SQL, Troubleshooting, Debugging, Analytics...",Novell India Pvt. Ltd.,  Not disclosed ,,19 days ago
Software Validation Tech Lead - Drivers,Bengaluru,15-19 yrs,"Unix, Python, SOC, Test cases, System programming, Machine learning...",Intel Technology India Pvt Ltd,  Not disclosed ,,19 days ago
Research Scientist - PhD,Bengaluru,3-6 yrs,"Application development, Computer science, Machine learning...",Daimler India Commercial Vehicles Pvt Ltd,  Not disclosed ,,19 days ago
Java Developer,Bengaluru,4-6 yrs,"J2Ee, Linux, Windows, MS SQL, Troubleshooting, Analytics, Computer science,...",Novell India Pvt. Ltd.,  Not disclosed ,,19 days ago
Java Developer,Bengaluru,5-8 yrs,"J2Ee, Linux, Windows, MS SQL, Troubleshooting, Debugging, Analytics...",Novell India Pvt. Ltd.,  Not disclosed ,,19 days ago
Deep Learning R&D Engineer / ML Kernel expert,Bengaluru,6-10 yrs,"Python, Coding, Machine learning, Algorithm development...",Intel Technology India Pvt Ltd,  Not disclosed ,,19 days ago
Customer Project Manager,Gurgaon,7-11 yrs,"Project management, Analytics, PMP, Operations, Project delivery...",Novell India Pvt. Ltd.,  Not disclosed ,,19 days ago
Software Development Engineer,Bengaluru,3-6 yrs,"Agile, Coding, Computer science, Distribution system, Machine learning...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,23 days ago
Software Development Engineer - II,Bengaluru,3-8 yrs,"Perl, Android, Data structures, Coding, Front end, Computer science...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,25 days ago
Machine Learning Engineer,Chennai,2-4 yrs,"C++, Unix, Javascript, Python, Algorithms, Computer science...",MulticoreWare,  Not disclosed ,,17 days ago
Algorithm Engineer,Gujarat,2-5 yrs,"C++, Python, Machine learning, Computer vision, Pattern recognition...",Netfillip Technologies.,  Not disclosed ,,22 days ago
Computer Vison Engineer,Gurgaon,2-5 yrs,"C++, MATLAB, Python, Image processing, Computer science, Machine learning...",i2v System Pvt. Ltd,  Not disclosed ,,22 days ago
Sr. GPU Performance Modelling Engineer,Bengaluru,8-12 yrs,"Analytical, Coding, SOC, Graphics, Computer science, Debugging...",Intel Technology India Pvt Ltd,  Not disclosed ,,22 days ago
Applications Development,Mumbai,4-6 yrs,"SQL, Oracle, Unix, Core Java, RDBMS, Agile, Financial services...",JPMorgan Chase,  Not disclosed ,,22 days ago
Software Engineer VP,Bengaluru,2-5 yrs,"Core Java, spring boot, Programming, JMS, Financial services...",JPMorgan Chase,  Not disclosed ,,22 days ago
Senior Software Engineer - Full Stack Development,Bengaluru,6-10 yrs,"Ajax, Agile, Enterprise applications, CSS3, Front end, Simulation...",Altair Engineering,  Not disclosed ,,23 days ago
Data Scientist,Chennai,1-3 yrs,"C++, Networking, Python, Machine learning, Database management...",DCKAP Technologies Pvt Ltd,  Not disclosed ,,23 days ago
Reporting Analyst  -  Controls Program Management  -  India,Bengaluru,2-5 yrs,"SAS, Data mining, Asset management, Financial services, Investment banking,...",JPMorgan Chase,  Not disclosed ,,23 days ago
Sr. Data Scientist  -  CLV Analytics,Mumbai,2-5 yrs,"Investment banking, Data analysis, Asset management, Simulation...",JPMorgan Chase,  Not disclosed ,,23 days ago
Applications Development,Mumbai,2-5 yrs,"Agile, Coding, Analytics, Financial services, Application programming...",JPMorgan Chase,  Not disclosed ,,23 days ago
Software Engineering -  Associate,Bengaluru,5-12 yrs,"jQuery, Agile, Business analysis, Coding, Analytics, UI development...",JPMorgan Chase,  Not disclosed ,,23 days ago
Project Manager CIB IT Digital projects,Mumbai,10-12 yrs,"Core Java, Agile, Machine learning, Mobile application development...",Bnp Paribas,  Not disclosed ,,24 days ago
Analytics Modeler (Machine Learning),Chennai,2-7 yrs,"Data mining, Analytics, Computer science, Machine learning, Text mining...",Ford India Private Limited,  Not disclosed ,,24 days ago
Research Scientist,Gurgaon,0-2 yrs,"Apache, Customer service, Machine learning, Analytical...",Msg.ai,  Not disclosed ,,24 days ago
Engineer,Bengaluru,2-6 yrs,"Operations Manager, Aerospace, MATLAB, Python, Machine learning...",Airbus Engineering Centre India Pvt Ltd,  Not disclosed ,,24 days ago
Data Scientist,Chennai,1-6 yrs,"C++, Networking, Python, Machine learning, Database management...",DCKAP Technologies Pvt Ltd,  Not disclosed ,,24 days ago
Machine Learning Engineer,Bengaluru,3-8 yrs,"Procurement, Pharma, Strategic sourcing, Food processing, Machine learning,...",Zycus Infotech Pvt Ltd,  Not disclosed ,,24 days ago
Analytics modeler - Machine Learning,Chennai,2-7 yrs,"SQL, Python, MATLAB, Analytics, Supply chain, Logistics, Simulation...",Ford India Private Limited,  Not disclosed ,,24 days ago
Lead Engineer / Imaging Scientist -,Mumbai,5-10 yrs,"C++, Python, MATLAB, Image processing, Machine learning...",Aditya Imaging Information Technologies,  Not disclosed ,,24 days ago
Machine Learning,Surat,5-10 yrs,"Technical product configuration, design, integration PHP, MySQL, HTML, C...",August Infotech,  Not disclosed ,,24 days ago
"C, Linux Kernel Programming",Bengaluru,1-5 yrs,"Linux, Data structures, Agile, Debugging, Analytics, Product management...",Novell India Pvt. Ltd.,  Not disclosed ,,25 days ago
QA Automation Test Lead,Bengaluru,7-10 yrs,"Linux, Automation, Scrum, Analytics, software quality, Customer support...",Novell India Pvt. Ltd.,  Not disclosed ,,25 days ago
Senior Software Engineer,Noida,1-6 yrs,"Workflow, RDBMS, Agile, Machine learning, Schema, GIT, MongoDB, NoSQL, test...",Monotype Imaging Inc,  Not disclosed ,,25 days ago
Software Engineer- Unix/Java,Hyderabad,1-5 yrs,"Unix, Core Java, Stored procedures, Maven, Auditing, Asset management...",JPMorgan Chase,  Not disclosed ,,25 days ago
Applications Development,Mumbai,7-12 yrs,"Javascript, Core Java, RDBMS, Agile, Business analysis, Financial services,...",JPMorgan Chase,  Not disclosed ,,25 days ago
Software Engineer- Unix/Java/Spring,Hyderabad,1-5 yrs,"Unix, Stored procedures, Maven, Auditing, Asset management...",JPMorgan Chase,  Not disclosed ,,25 days ago
Software Engineering,Mumbai,6-11 yrs,"XML, Hibernate, Front end, Financial services, Machine learning...",JPMorgan Chase,  Not disclosed ,,25 days ago
Applications Development,Mumbai,1-5 yrs,"Oracle, XML, Hibernate, Core Java, SOA, RDBMS, Unix shell scripting...",JPMorgan Chase,  Not disclosed ,,25 days ago
Business Analyst,Hyderabad,2-6 yrs,"Unix, Stored procedures, Maven, Auditing, Asset management...",JPMorgan Chase,  Not disclosed ,,25 days ago
Software Engineer- Java/Selenium/QA Automation,Hyderabad,1-5 yrs,"Unix, Selenium, Stored procedures, Maven, Auditing, Asset management...",JPMorgan Chase,  Not disclosed ,,25 days ago
Software Quality Assurance-Engineer I,Bengaluru,2-4 yrs,"Computer science, FICO, Machine learning, Anti money laundering, Test cases...",FICO,  Not disclosed ,,25 days ago
Software Engineer,Bengaluru,2-4 yrs,"Python, Information technology, Machine learning, Employee engagement...",Altisource Business Solutions Pvt Ltd,  Not disclosed ,,25 days ago
Software Development Engineer,Chennai,8-10 yrs,"Perl, Android, SOA, Automation, Data structures, Coding, Data analysis...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,28 days ago
Software Development Engineer - II,Bengaluru,3-8 yrs,"Perl, Android, Data structures, Coding, Front endputer science...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,30 days ago
Email Marketing Manager for US IT staffing,Bengaluru,3-8 yrs,"Project management, SEO, Business intelligence, microsoft, SEM...",Worksys,  Not disclosed ,,26 days ago
Developer Computing,Chennai,3-5 yrs,"Unix, MySQL, Python, Coding, Machine learning, Scripting, Web services...",Wipro Limited,  Not disclosed ,,26 days ago
Sr. Member of Technical Staff Performance Tools Developer,Bengaluru,7-12 yrs,"Linux, Python, VMware, Linux kernel, Monitoring, Computer science...",VMware India,  Not disclosed ,,26 days ago
Senior Software Engineer - MEAN,Noida,2-6 yrs,"Troubleshooting, Workflow, Salesforce, Machine learning, GIT...",Monotype Imaging Inc,  Not disclosed ,,26 days ago
MALWARE RESEARCHER,Bengaluru,3-5 yrs,"Coding, Machine learning, Reverse engineering, malware analysis, Training...",McAfee Software (India) Pvt. Ltd,  Not disclosed ,,26 days ago
Software Developer,Bengaluru,1-5 yrs,"Unix, Linux, Perl, Automation, Python, SDLC, Financial services...",JPMorgan Chase,  Not disclosed ,,26 days ago
Software Developer,Bengaluru,1-5 yrs,"SQL, Javascript, Financial services, Machine learning, UX...",JPMorgan Chase,  Not disclosed ,,26 days ago
Software Engineer ACS Microservice,Bengaluru,6-8 yrs,"Java J2Ee Developer, Middleware, Application development, Data structures...",JPMorgan Chase,  Not disclosed ,,26 days ago
Software Engineering - Vice President,Bengaluru,6-11 yrs,"Informatica, Datastage, Shell scripting, Coding, Analytics...",JPMorgan Chase,  Not disclosed ,,26 days ago
Front End Methodology Engineer,Bengaluru,5-10 yrs,"CAD, Simulation, VHDL, Verilog, Perl, Python, Machine learning...",Intel Technology India Pvt Ltd,  Not disclosed ,,26 days ago
Pre Silicon Verification Lead,Bengaluru,6-8 yrs,"Perl, IPS, Image processing, UVM, Machine learning, Silicon, System verilog...",Intel Technology India Pvt Ltd,  Not disclosed ,,26 days ago
Pre-Silicon Verification Engineer,Bengaluru,2-6 yrs,"Perl, Automation, IPS, Image processing, UVM, Machine learning...",Intel Technology India Pvt Ltd,  Not disclosed ,,26 days ago
Pre-Silicon Verification Engineer,Bengaluru,6-8 yrs,"Perl, IPS, Image processing, UVM, Machine learning, Silicon, System verilog...",Intel Technology India Pvt Ltd,  Not disclosed ,,26 days ago
Site Reliability Engineering-Lead Engineer,Bengaluru,3-8 yrs,"FICO, Machine learning, Anti money laundering, Artificial Intelligence, big...",FICO,  Not disclosed ,,26 days ago
Cyber Security - Engineer II,Bengaluru,5-10 yrs,"FICO, SDLC, Agile, Information security, Coding, Application security...",FICO,  Not disclosed ,,26 days ago
Senior Payroll Specialist,Pune,5-10 yrs,"Customer service, Reconciliation, Analytics, Payroll, Consulting, Workflow,...",CrowdStrike,  Not disclosed ,,26 days ago
Payroll Specialist,Pune,3-8 yrs,"Payroll, Consulting, Customer service, Analytics, Reconciliation...",CrowdStrike,  Not disclosed ,,26 days ago
Country Director & Head of Services SAP Concur,Bengaluru,10-15 yrs,"Business continuity planning, Travel management, Expense management...",Concur,  Not disclosed ,,26 days ago
Software Development Engineer,Hyderabad,1-5 yrs,"Coding, Customer service, Distribution system, Machine learning...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,29 days ago
Senior OpenCL (FPGA) Engineer,Bengaluru,5-10 yrs,"sql, networking, algorithms, debugging, tuning, computer science...","Mobiveil, Inc.",  Not disclosed ,,17 days ago
Software Development Engineer,Bengaluru,3-5 yrs,"Data structures, Computer science, System design, Machine learning, Natural...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,30 days ago
"Sr Manager, Software Development",Bengaluru,3-5 yrs,"Troubleshooting, Data structures, HTTP, Debugging, Customer service...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,30 days ago
Data Scientist,Bengaluru,1-4 yrs,"Data mining, Web analytics, Machine learning, Industry research...",24/7 Customer,  Not disclosed ,,30 days ago
Manager Analytics,palani,8-12 yrs,"C++, Oracle, Solaris, Python, Algorithms, IT services, Data mining...",SVK Global Solutions,  Not disclosed ,,17 days ago
Web Developer,Coimbatore,1-3 yrs,"C, Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...",Gradvalley Institute For Data Science,  Not disclosed ,,59 days ago
Head of Engineering,Gurgaon,8-13 yrs,"PHP, Javascript, Python, Wordpress, Analytics, Front end, Machine learning,...",Analytics Vidhya Educon Pvt. Ltd,  Not disclosed ,,59 days ago
Engineering Manager,Bengaluru,1-5 yrs,"Shell scripting, Automation, Python, Troubleshooting, Coding...",Playment,  Not disclosed ,,59 days ago
Data Scientist - Deep Learning,Pune,2-5 yrs,"Product management, Tools, Analytical, Forecasting, Business operations...",Aera Technology,  Not disclosed ,,59 days ago
Senior Data Scientist,Hyderabad,3-8 yrs,"MATLAB, Analytical, Tools, Monitoring, Python, Data analysis, Data mining...",Bidgely Technologies Private Limited,  Not disclosed ,,59 days ago
Data Engineer Jobcode Swtind250118 24,Bengaluru,2-7 yrs,"SQL, Linux, MySQL, Python, RDBMS, UVM, Machine learning, Backend, Email...",Test and Verification Solutions India Pvt. Ltd,  Not disclosed ,,59 days ago
Data Scientist,Bengaluru,2-7 yrs,"SQL, Python, Coding, Business Analyst, Healthcare, Data mining...",Artificial Learning Systems,  Not disclosed ,,59 days ago
Quantitative Research and Data Scientist,Mumbai,3-6 yrs,"MATLAB, Analytical, SQL, Python, Recruitment, Analytics, Computer science...",MSCI,  Not disclosed ,,33 days ago
Analytics Machine Learning Developer,"Gurgaon, haryana",1-3 yrs,"Consulting, Python, Analytics, Machine learning, Data structures, Apache...",Media Agility,  Not disclosed ,,59 days ago
Senior Manager - Advance Analytics,Pune,6-11 yrs,"Perl, Python, SAS, Data modeling, MSC, Analytics, Data mining...",Bajaj Finserv Lending Ltd,  Not disclosed ,,59 days ago
Data/NLP Scientist,Bengaluru,2-6 yrs,"C++, SQL, Python, Algorithms, Analytics, Customer service, Customer support...",AnswerIQ,  Not disclosed ,,59 days ago
Senior Data/NLP Scientist,Bengaluru,0-5 yrs,"C++, Python, Algorithms, Customer service, Customer support...",AnswerIQ,  Not disclosed ,,59 days ago
Data/NLP Scientist,Bengaluru,2-5 yrs,"Customer service, Customer support, Analytics, SQL, Regression...",SmartAssist,  Not disclosed ,,59 days ago
Senior Data/NLP Scientist,Bengaluru,2-5 yrs,"Python, Algorithms, Customer service, Customer support, Machine learning...",SmartAssist,  Not disclosed ,,59 days ago
Sr Software Engineer - Java Fullstack,Hyderabad,5-9 yrs,"IT Manager, HTML, Data structures, Agile, Test planning, Software design...",CA Technologies,  Not disclosed ,,59 days ago
Product Marketing Manager,Bengaluru,9-14 yrs,"Analytics, Data analysis, Forecasting, Analytical, Business Analyst...",Gray Matter software Services,  Not disclosed ,,59 days ago
Technical Expert,Delhi,2-6 yrs,"Python, Machine learning, Artificial Intelligence, Computer vision, SCALA...",JK Technosoft Ltd,  Not disclosed ,,37 days ago
Manager- DSG,Bengaluru,4-8 yrs,"Telecom, Hospitality, Client management, Analytical, Data mining, SQL...",24/7 Customer,  Not disclosed ,,59 days ago
Business Integrity Associate,Mumbai,2-5 yrs,"SQL, Project management, Workflow, Business analysis, Analytics...",Facebook Inc,  Not disclosed ,,59 days ago
SSE-Bigdata Platform Engineer,Bengaluru,3-8 yrs,"Linux, Manual testing, Python, RDBMS, Agile, HTTP, Product management, Unit...",Ivanti,  Not disclosed ,,36 days ago
SSE-Big Data Engineer,Bengaluru,3-8 yrs,"Python, RDBMS, Agile, HTTP, Product management, Computer science...",Ivanti,  Not disclosed ,,36 days ago
Sr. Data Scientist,Hyderabad,3-8 yrs,"SQL, Agile, Analytics, Data analysis, Data mining, Data management...",[x]cube LABS,  Not disclosed ,,59 days ago
Senior Fullstack JavaScript Developer,Pune,2-5 yrs,"Javascript, MySQL, Web development, Healthcare, CSS3, Front end...",CauseCode Technologies Pvt Ltd,  Not disclosed ,,59 days ago
FULL STACK DEVELOPER (BANGALORE),Bengaluru,2-5 yrs,"Automation, Open source, Agile, Configuration management, HTTP...",Indee.tv,  Not disclosed ,,59 days ago
Data Scientist Machine Learning,Gurgaon,1-3 yrs,"Machine learning, Customer service, Logistics, Distribution network, Tools,...",Delhivery,  Not disclosed ,,59 days ago
Business Intelligence Analyst,Bengaluru,5-8 yrs,"SQL, Product management, Data mining, Computer science, Machine learning...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,59 days ago
"Artificial Intelligence/NLP/Machine Learning
Location Bangalore / Che","Bengaluru, Chennai",3-8 yrs,"C++, Perl, Python, Data structures, Algorithms, MATLAB, Machine learning...",Tekylabs,  Not disclosed ,,59 days ago
Data Scientist,"Bengaluru, Mumbai",8-13 yrs,"Tools, Analytics, GIT, Open source, SQL, XML, Doc, Perl, Machine learning...",Bigiota Analytics Pvt. Ltd.,  Not disclosed ,,59 days ago
Lead Backend Engineers (Python),Faridabad,3-5 yrs,"Javascript, Python, Incident management, Front end, Application security...",Tuple Technologies,  Not disclosed ,,59 days ago
Frontend Developer,Faridabad,2-7 yrs,"HTML, jQuery, Selenium, Computer science, Machine learning, GIT...",Tuple Technologies,  Not disclosed ,,59 days ago
Lead Data Scientist,Faridabad,3-5 yrs,"SQL, Python, Data analysis, Data mining, Machine learning, Data collection,...",Tuple Technologies,  Not disclosed ,,59 days ago
Data Scientist,Chennai,10-15 yrs,"Tools, Data mining, SQL, Data collection, Tracking, MATLAB...",FourKites,  Not disclosed ,,59 days ago
Associate Data Scientist/ Data Scientist,Pune,0-4 yrs,"C++, Python, MATLAB, Analytics, Machine learning, data visualization...",lgoAnalytics,  Not disclosed ,,59 days ago
Data Scientist,Chennai,3-8 yrs,"Tools, CV, Data mining, SQL, Data collection, Tracking, MATLAB, Linkedin...",FourKites,  Not disclosed ,,59 days ago
Software Development Intern,Bengaluru,0-1 yrs,"audio, Wellness, Internship, Diesel, Linux, Android, Computer science...",RoundGlass Partners(RGP),  Not disclosed ,,59 days ago
Software Engineer,Chennai,1-6 yrs,"Javascript, Automation, Python, Agile, Coding, Financial services...","PayPal Holdings, Inc.",  Not disclosed ,,40 days ago
Quantitative Researcher / Developer ,Mumbai,2-5 yrs,"Analytics, Recruitment, Analytical, Equity research, MATLAB, Python, System...",MSCI,  Not disclosed ,,40 days ago
ESG IT Data Scientist ,Mumbai,3-5 yrs,"Python, Application development, Ruby, CVS, Product management, Recruitment...",MSCI,  Not disclosed ,,40 days ago
Data Scientist,Mumbai,2-7 yrs,"Tools, MSC, Data analysis, Data mining, SQL, Data collection, Tracking...",ALLERIN TECHNOLOGIES Pvt Ltd.,  Not disclosed ,,59 days ago
Senior Software Engineer,Pune,5-7 yrs,"staff, Analytics, Data mining, Health insurance, Analytical, CMMI, Computer...",Xoriant Solutions Pvt Ltd,  Not disclosed ,,59 days ago
Manager - InfoSight Engineering and Operations,Bengaluru,3-5 yrs,"Web technologies, Offshore, Tools, Monitoring, Python, Networking...",Hewlett Packard Enterprise,  Not disclosed ,,59 days ago
Software Engineering - Java - Machine Learning,Hyderabad,1-3 yrs,"Javascript, Hibernate, PLSQL, Agile, Coding, Analytics, Auditing...",JPMorgan Chase,  Not disclosed ,,59 days ago
Manager - Software Development/IT Architecture -,Chennai,3-7 yrs,"SQL, Python, Manager Quality Assurance, Ruby, MATLAB, Data analysis...",Tata Communications Ltd,  Not disclosed ,,59 days ago
FULL STACK DEVELOPER(BANGALORE),Bengaluru,2-5 yrs,"Automation, Open source, Agile, Configuration management, HTTP...",Indee.tv,  Not disclosed ,,59 days ago
Data Process Architect,Mumbai,4-5 yrs,"SQL, MySQL, Python, RDBMS, Data analysis, Data mining, Machine learning...",EASY HOME FINANCE LIMITED,  Not disclosed ,,59 days ago
"Acturalist - Pricing, Risk & Analytics",Mumbai,1-3 yrs,"SQL, MySQL, Python, RDBMS, Data analysis, Data mining, Machine learning...",EASY HOME FINANCE LIMITED,  Not disclosed ,,59 days ago
"Senior Analytics Manager, Prime Video Content Analytics",Mumbai,8-12 yrs,"SQL, Python, Business intelligence, Agile, Analytics, Machine learning, Cam...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,59 days ago
"Program Manager, Business Integrity",Hyderabad,6-10 yrs,"SQL, Analytics, Business Analyst, Data analysis, Machine learning, Tools...",Facebook Inc,  Not disclosed ,,59 days ago
"Analyst, Business Analytics",Gurgaon,3-5 yrs,"Data analysis, SQL, MS Office, Business analytics, Regression, Time series,...",Delhivery,  Not disclosed ,,59 days ago
Technical Program Manager,Bengaluru,6-10 yrs,"Project management, Computer science, Machine learning, TPM, Text mining...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,59 days ago
Data Analyst,Bhilai/Bhillai,2-7 yrs,"Data Analyst, Chartered Accountant, Tools, Analytical, Data mining, SQL...",Arosys,  Not disclosed ,,59 days ago
Data Scientist Developer,Bengaluru,5-10 yrs,"Time, Logistics, Automation, Analytical, Computer science, MATLAB...",dunzo,  Not disclosed ,,59 days ago
Senior Data Scientist,Gurgaon,5-7 yrs,"Project management, Manager Quality Assurance, Analytical, Market research,...",Dunnhumby India Pvt Ltd,  Not disclosed ,,59 days ago
Machine Learning Engineer,Chandigarh,2-5 yrs,"Unix, Linux, Shell scripting, Automation, Python, Algorithms...",XenonStack Private Ltd,  Not disclosed ,,59 days ago
Senior Data Scientist,Hyderabad,5-10 yrs,"Python, SAS, Business intelligence, Algorithms, Cloud computing...",TV2Z,  Not disclosed ,,59 days ago
SE-Data Scientist,Bengaluru,2-7 yrs,"SQL, Javascript, Python, Workflow, RDBMS, Coding, Analytics, Data mining...",Ivanti,  Not disclosed ,,47 days ago
"Product Management Director, APAC",Chennai,3-8 yrs,"SQL, Business intelligence, Analytics, Product management, Computer science...",Denodo Technologies,  Not disclosed ,,59 days ago
Sr. Software Engineer,Mumbai,3-8 yrs,"Unix, Windows, Shell scripting, Python, MS Office, JIRA, Machine learning...",Tech Mahindra Ltd,  Not disclosed ,,59 days ago
Data Scientist - India,Hyderabad,5-10 yrs,"Analytics, Data mining, Ideas, SQL, SPSS, MATLAB, Machine learning, Graph...",Kogentix,  Not disclosed ,,59 days ago
Principal Analytics Consultant,Bengaluru,6-10 yrs,"Telecom, Hospitality, Analytical, Analytics, SAS, Data mining, SQL...",24/7 Customer,  Not disclosed ,,51 days ago
Senior Analytics Consultant,Bengaluru,3-8 yrs,"Telecom, Hospitality, Analytical, Analytics, SAS, Data mining, SQL...",24/7 Customer,  Not disclosed ,,51 days ago
Data Scientist,Pune,1-3 yrs,"Analytical, Pharmacy, clinical data, Claims, SQL, Administration...",Valence Health,  Not disclosed ,,59 days ago
Technical Lead,Pune,9-11 yrs,"Troubleshooting, Analytics, Presales, Data mining, Health insurance...",Xoriant Solutions Pvt Ltd,  Not disclosed ,,59 days ago
Senior Data Scientist,Bengaluru,5-6 yrs,"Python, Business intelligence, Coding, Computer science, Machine learning...",hotstar,  Not disclosed ,,59 days ago
Senior Data Scientist Bidgely,Hyderabad,3-8 yrs,"MATLAB, Analytical, Tools, Monitoring, Python, Data analysis, Data mining...",Bidgely Technologies Private Limited,  Not disclosed ,,59 days ago
Machine learning pe,Chennai,2-5 yrs,"Principal, C++, Ideas, closure, Computer science, Machine learning...",Rectras Business Solutions Pvt Ltd.,  Not disclosed ,,59 days ago
Data Scientist,Hyderabad,5-8 yrs,"Prototype, Python, Healthcare, Recruitment, Analytics, CRM...","salesforce.com, inc.",  Not disclosed ,,52 days ago
"Principal Engineer, Machine Learning",Chennai,2-5 yrs,"Machine learning, Principal, C++, Ideas, closure, Computer science...",Rectras Business Solutions Pvt Ltd.,  Not disclosed ,,59 days ago
Software Development Engineer -  Ad Fraud Detection,Bengaluru,5-10 yrs,"SQL, Open source, Algorithms, Messaging, Computer science...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,1 day ago
Senior Engineer Software Development,Bengaluru,2-5 yrs,"SQL, Linux, Online marketing, Perl, Shell scripting, Reporting tools...","Rakuten, Inc.",  Not disclosed ,,53 days ago
Imaging Scientist,Hyderabad,2-7 yrs,"Analytical, Unix, Prototype, Linux, Robotics, Sensors, Python...",E I DuPont India Private Limited,  Not disclosed ,,53 days ago
"Sr Specialist,Data MgtQtAnalysis",Pune,10-12 yrs,"SQL, Financial services, Analytical, Operations, Data modeling...",BNY Mellon International Operations (India),  Not disclosed ,,54 days ago
Applied Scientist,Bengaluru,5-7 yrs,"Python, Cloud computing, Monitoring, Computer science, Machine learning...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,54 days ago
Lead Data Analyst,Noida,5-8 yrs,"CRM, Consulting, Business intelligence, SAS, Risk management, SQL...",Unyscape Infocom Pvt. Ltd.,  Not disclosed ,,59 days ago
Head of Risk,Bengaluru,8-12 yrs,"Risk management, Analytics, NBFC, Microfinance, Legal compliance, Strategic...",MoneyTap,  Not disclosed ,,59 days ago
"Data Scientist / Data Analyst (Sunnyvale CA, USA/Bhilai India)",Bhilai/Bhillai,2-5 yrs,"Data Analyst, Chartered Accountant, Tools, Analytical, Data mining, SQL...",Arosys,  Not disclosed ,,59 days ago
Data Scientist,"Delhi, Mumbai",4-8 yrs,"SQL, Telecom, Python, SAS, Open source, Financial Analyst, Monitoring...",InCred,  Not disclosed ,,59 days ago
Data Scientist,"Kochi, Cochin/ Kochi/ Ernakulam",3-8 yrs,"sql, sap, api, data mining, data management, machine learning, tools...",Reubro International,  Not disclosed ,,59 days ago
Data Scientist,Kochi,3-8 yrs,"sql, sap, api, data mining, data management, machine learning, tools...",Reubro International,  Not disclosed ,,59 days ago
Senior Data Scientist,Bengaluru,12-15 yrs,"Data mining, Computer science, Financial services, Machine learning...",Yodlee Infotech Private Limited,  Not disclosed ,,59 days ago
Senior Machine Learning Engineer,Gurgaon,5-8 yrs,"Apache, Python, Presales, Consulting, Machine learning, GIT...",Media Agility,  Not disclosed ,,59 days ago
Sr PS Consultant,Chennai,4-8 yrs,"SQL, Python, SAS, Data modeling, JSON, Data analysis, Computer science...",Genesys Telecommunications Laboratories,  Not disclosed ,,59 days ago
Machine Learning / Artificial Intelligence Expert,Siliguri,2-3 yrs,"Data analysis, Data mining, Machine learning, MongoDB, NoSQL...",IDB TECHNOLOGIES,  Not disclosed ,,57 days ago
Machine Learning Engineer,Bengaluru,1-5 yrs,"Python, Open source, Scrum, Customer service, Packaging, JIRA...","NUMERIFY, INC.",  Not disclosed ,,59 days ago
